POINT_ID,PTotal,Country,LONG,LAT,geom_X,geom_Y
26521974,126.21,Portugal,-9.36144,38.92962,2652001.148,1973999.191
26561964,367.16,Portugal,-9.2905,38.85139,2655999.655,1964000.9
26581768,1419.24,Portugal,-8.77525,37.13911,2658000.297,1768000.582
26581792,245.45,Portugal,-8.83372,37.34975,2658000.758,1792000.191
26581954,349.92,Portugal,-9.2421,38.76854,2657999.535,1954001.132
26601784,188.04,Portugal,-8.79225,37.28397,2660000.417,1783999.674
26601978,345.26,Portugal,-9.28225,38.98283,2660000.074,1978000.271
26621974,148.17,Portugal,-9.24936,38.95245,2662001.276,1974002.371
26701780,295.08,Portugal,-8.6729,37.2709,2670000.459,1779999.076
26702014,352.95,Portugal,-9.2644,39.32008,2670000.151,2013999.891
26741814,215.08,Portugal,-8.7117,37.57817,2674000.956,1814000.895
26741964,399.28,Portugal,-9.08885,38.89219,2674003.193,1964000.702
26741986,361.47,Portugal,-9.14597,39.08452,2674000.328,1985999.94
26761768,1099.98,Portugal,-8.57821,37.17865,2675999.995,1767998.145
26761786,363.3,Portugal,-8.62161,37.33677,2676000.431,1786000.535
26761804,291.09,Portugal,-8.6653,37.4948,2675999.764,1804000.352
26761864,11.38,Portugal,-8.81298,38.0211,2676000.703,1863999.205
26761998,29.33,Portugal,-9.1548,39.19392,2676000.249,1997999.509
26762002,341.57,Portugal,-9.16528,39.22889,2675999.443,2002001.522
26781816,95.34,Portugal,-8.67254,37.60452,2678000.926,1815999.947
26802028,296.55,Portugal,-9.1885,39.46509,2679999.339,2028000.187
26821846,613.65,Portugal,-8.70201,37.87653,2682000.7,1845998.927
26821876,241.47,Portugal,-8.77637,38.13959,2681999.311,1876000.221
26841758,232.95,Portugal,-8.46671,37.10823,2683998.526,1758000.159
26841764,92.88,Portugal,-8.48103,37.16097,2683998.852,1764000.759
26841826,1209.15,Portugal,-8.63085,37.70546,2683999.883,1825999.66
26841836,224.52,Portugal,-8.65533,37.79322,2684000.511,1836000.602
26841944,892.92,Portugal,-8.92555,38.73965,2684000.619,1944000.11
26842028,272.93,Portugal,-9.1433,39.47415,2683999.525,2027999.38
26881938,974.03,Portugal,-8.86556,38.69605,2687998.648,1938000.4
26881988,727.04,Portugal,-8.99378,39.13356,2687999.883,1988000.569
26921850,414.1,Portugal,-8.60125,37.93362,2691999.978,1850000.625
26921874,314.9,Portugal,-8.66043,38.14413,2691999.902,1873999.929
26921896,619.89,Portugal,-8.71514,38.33701,2691999.911,1896000.733
26941804,533.31,Portugal,-8.46725,37.53417,2693999.559,1804001.386
26941810,418.22,Portugal,-8.48174,37.58685,2693998.766,1809999.484
26941984,207.39,Portugal,-8.91597,39.11202,2693999.627,1984001.239
26942016,144.88,Portugal,-8.99891,39.39186,2693999.677,2016001.758
26961834,320.17,Portugal,-8.5179,37.80194,2695999.228,1833999.378
26961978,269.31,Portugal,-8.87806,39.06399,2695998.714,1978001.165
26961996,52.16,Portugal,-8.92442,39.22145,2696000.178,1996000.083
26962018,139.81,Portugal,-8.98154,39.41382,2695999.186,2018000.145
27001846,1156.3,Portugal,-8.50292,37.91602,2700000.524,1846001.137
27001864,393.13,Portugal,-8.547,38.07397,2700000.613,1864000.012
27001882,459.38,Portugal,-8.59138,38.23186,2700000.067,1881999.494
27001894,182.92,Portugal,-8.62112,38.3371,2700000.914,1894000.613
27001936,265.43,Portugal,-8.72628,38.70517,2700000.206,1936000.163
27002038,266.75,Portugal,-8.98857,39.59762,2699999.271,2038000.454
27021938,52.6,Portugal,-8.70896,38.7271,2701999.117,1937999.279
27022016,313.6,Portugal,-8.90855,39.40978,2702000.587,2016000.168
27041840,382.57,Portugal,-8.44405,37.87206,2704000.568,1840001.16
27041876,128.83,Portugal,-8.53214,38.188,2703999.252,1876000.869
27061758,247.35,Portugal,-8.22578,37.15574,2706000.809,1758000.353
27061888,304.4,Portugal,-8.53949,38.29763,2706000.669,1887999.836
27061970,404.23,Portugal,-8.7452,39.01619,2706000.452,1969999.498
27062032,30.69,Portugal,-8.90495,39.55862,2705999.435,2032000.072
27081828,439.11,Portugal,-8.37076,37.77536,2708000.714,1828001.217
27082062,299.27,Portugal,-8.96084509,39.82530594,2707999.999,2061999.997
27101760,593.07,Portugal,-8.18663,37.1819,2710002.699,1759999.161
27101814,281.03,Portugal,-8.31499,37.65668,2709999.629,1814000.235
27101892,235.25,Portugal,-8.50486,38.34145,2709999.923,1891999.182
27101940,173.92,Portugal,-8.62444,38.76226,2709999.779,1939999.283
27101964,314.24,Portugal,-8.68504,38.97253,2709999.647,1964003.263
27102048,30.7,Portugal,-8.901391332,39.70743758,2709999.999,2047999.997
27121756,441.27,Portugal,-8.15536,37.15099,2711998.5,1756000.727
27121954,439.86,Portugal,-8.63728,38.88932,2712000.168,1953999.487
27121990,528.45,Portugal,-8.72873,39.20456,2712001.157,1989999.609
27122016,268.18,Portugal,-8.79557,39.43207,2711999.405,2015999.678
27141834,119.63,Portugal,-8.31892,37.84102,2714000.246,1833999.384
27141924,322.76,Portugal,-8.53964,38.63081,2713999.562,1923999.649
27161812,487.25,Portugal,-8.24399,37.65203,2716001.58,1812000.018
27161938,156.57,Portugal,-8.55222,38.75792,2716001.415,1938000.456
27161956,85.48,Portugal,-8.59745,38.91565,2715999.803,1956000.774
27162028,528.53,Portugal,-8.78133,39.54594,2716001.069,2028000.366
27181846,914.65,Portugal,-8.30363,37.95506,2717999.783,1845999.503
27181912,267.29,Portugal,-8.46513,38.53434,2718000.217,1912001.034
27181972,311.91,Portugal,-8.61539,39.06021,2718000.832,1972001.091
27182008,3.16,Portugal,-8.70716,39.37538,2718001.13,2007999.399
27201772,387.21,Portugal,-8.10517,37.30883,2719999.25,1771999.003
27201962,96.23,Portugal,-8.56765,38.97701,2720000.722,1962001.696
27201980,424.4,Portugal,-8.61315,39.13466,2720001.609,1979999.079
27202006,398.8,Portugal,-8.67945,39.36231,2720000.787,2006000.925
27202042,541.38,Portugal,-8.7723,39.67727,2720000.341,2041999.827
27221750,199.91,Portugal,-8.03175,37.11948,2721999.721,1750000.253
27221804,224.07,Portugal,-8.15877,37.59457,2722000.407,1804000.225
27221822,536.49,Portugal,-8.20168,37.75281,2721999.641,1822000.807
27221858,128.82,Portugal,-8.28834,38.0691,2721999.031,1858001.679
27241758,408.89,Portugal,-8.02849,37.19415,2723998.87,1758000.806
27241816,231.72,Portugal,-8.16526,37.70436,2724000.287,1816001.128
27241888,783.07,Portugal,-8.33913,38.33681,2724001.263,1888001.348
27241916,284.78,Portugal,-8.40802,38.58248,2723999.442,1916000.76
27241924,463.53,Portugal,-8.42782,38.65264,2724000.007,1923999.928
27241992,1220.84,Portugal,-8.59858,39.24853,2723999.522,1991997.774
27242050,677.58,Portugal,-8.747681036,39.75611732,2723999.999,2049999.997
27242068,308.75,Portugal,-8.794615335,39.91350524,2723999.999,2067999.997
27242086,65.09,Portugal,-8.84186793,40.07083022,2723999.999,2085999.997
27261954,37.65,Portugal,-8.48017,38.92001,2725999.987,1953998.568
27262026,415.17,Portugal,-8.662942092,39.55058797,2725999.999,2025999.997
27281742,489.57,Portugal,-7.94743,37.06174,2728002.12,1741999.077
27281760,231.71,Portugal,-7.98927,37.22024,2727999.494,1760001.061
27281838,495.55,Portugal,-8.17361,37.9063,2728001.078,1838001.406
27281850,297.65,Portugal,-8.20246,38.01173,2727999.189,1850000.52
27281904,336.61,Portugal,-8.33376,38.48587,2728001.046,1903999.751
27281940,92.87,Portugal,-8.42278,38.80166,2728000.435,1940000.896
27282018,169.41,Portugal,-8.61977,39.48499,2727999.419,2018000.934
27282072,238.25,Portugal,-8.759527192,39.95736897,2727999.999,2071999.997
27282102,108.28,Portugal,-8.83839,40.21956,2728001.463,2101999.454
27301936,231.45,Portugal,-8.39042,38.77092,2730000.4,1935999.426
27301972,219.81,Portugal,-8.4804,39.08651,2729999.921,1972000.409
27301980,390.66,Portugal,-8.50056,39.15665,2730000.795,1980005.282
27302020,265.63,Portugal,-8.60226,39.5069,2729999.211,2020000.955
27302044,25.28,Portugal,-8.66399725,39.7169197,2729999.999,2043999.998
27321748,619.34,Portugal,-7.9175,37.12302,2732002.458,1747998.619
27321784,726.56,Portugal,-8.00142,37.43995,2731999.76,1784000.83
27322072,28.13,Portugal,-8.713955172,39.96624499,2731999.999,2071999.998
27341880,1166.95,Portugal,-8.20829,38.28812,2734001.079,1879999.15
27341920,410.7,Portugal,-8.30607,38.63924,2734001.135,1919999.407
27341952,307.33,Portugal,-8.38534,38.91992,2734001.361,1952000.283
27361828,942.7,Portugal,-8.06121,37.83546,2735998.191,1827999.124
27361846,281.46,Portugal,-8.10414,37.99371,2736000.052,1846000.547
27361930,164.75,Portugal,-8.30834,38.7313,2736001.314,1929999.482
27361954,353.27,Portugal,-8.36788,38.9418,2735999.774,1954000.762
27362062,352.91,Portugal,-8.642388853,39.88763553,2735999.999,2061999.998
27381884,558.35,Portugal,-8.17346,38.33183,2738000.03,1883998.788
27381890,594.4,Portugal,-8.18803,38.38453,2737999.806,1889999.919
27381902,460.37,Portugal,-8.21725,38.48988,2738000.094,1901998.676
27381916,738.03,Portugal,-8.25151,38.61279,2738000.771,1916001.323
27381926,143.81,Portugal,-8.2761,38.70054,2737999.946,1926001.284
27381974,119.77,Portugal,-8.3954,39.12149,2737997.033,1974002.878
27382028,239.58,Portugal,-8.5321,39.5945,2737999.9,2027999.828
27382088,375.33,Portugal,-8.687308474,40.11943337,2737999.999,2087999.998
27401804,250.78,Portugal,-7.96024,37.63287,2739999.034,1803999.922
27401840,1466.95,Portugal,-8.04546,37.94947,2740000.078,1839997.705
27402038,68.65,Portugal,-8.53502,39.68642,2740000.048,2037998.964
27402128,344.34,Portugal,-8.7698,40.47346,2739999.071,2128000.613
27421740,438.45,Portugal,-7.78951,37.07356,2742000.928,1739998.561
27421762,152.58,Portugal,-7.84024,37.26737,2741998.772,1761999.814
27421780,194.7,Portugal,-7.88201,37.42588,2742000.539,1780000.87
27421902,362.93,Portugal,-8.17259,38.49848,2742000.241,1901999.476
27422006,412.91,Portugal,-8.43083,39.41058,2741999.813,2005999.459
27422010,318.37,Portugal,-8.44097,39.44562,2741999.234,2009999.674
27461842,1002.62,Portugal,-7.98368,37.97981,2746002.51,1841998.077
27461868,685.83,Portugal,-8.04583,38.20835,2745998.037,1867997.68
27461878,274.76,Portugal,-8.06984,38.29625,2746001.583,1878000.179
27461892,298.93,Portugal,-8.10366,38.41924,2746000.794,1892000.771
27462000,215.99,Portugal,-8.37043,39.36671,2746001.58,1999998.122
27462022,261.12,Portugal,-8.4261,39.55943,2746001.323,2021996.593
27462072,151.1,Portugal,-8.554367447,39.99714426,2745999.999,2071999.998
27462138,426.77,Portugal,-8.72738,40.57416,2746000.751,2137999.931
27481828,389.28,Portugal,-7.92839,37.86094,2747998.961,1828001.234
27481840,395.55,Portugal,-7.95679,37.96647,2747999.604,1839999.716
27481894,286.86,Portugal,-8.08618,38.44107,2748001.165,1893999.61
27481972,1163.52,Portugal,-8.27772,39.1256,2748000.181,1971998.133
27482128,59.73,Portugal,-8.67793,40.49121,2747999.398,2127999.175
27501780,339.33,Portugal,-7.79396,37.4428,2750001.921,1780012.917
27501802,494.06,Portugal,-7.84512,37.6364,2750004.869,1802002.111
27501892,179.34,Portugal,-8.05902,38.42774,2750001.073,1891996.359
27521862,412.51,Portugal,-7.96473,38.16838,2751999.677,1861999.587
27521880,495.63,Portugal,-8.00784,38.3266,2751999.306,1880000.969
27522042,162.76,Portugal,-8.40895,39.74768,2751999.94,2041998.872
27522096,601.03,Portugal,-8.54814,40.22029,2752000.702,2096001.228
27522114,58.88,Portugal,-8.59518,40.37769,2751999.806,2114000.798
27541756,285.77,Portugal,-7.69458,37.23972,2754005.804,1756009.482
27541792,415,Portugal,-7.77774,37.55672,2753998.84,1791998.897
27541810,544.04,Portugal,-7.8197,37.7152,2753999.663,1810000.874
27541828,484.47,Portugal,-7.86194,37.8736,2753999.801,1828000.963
27541930,349.11,Portugal,-8.10662,38.77003,2754002.694,1930000.719
27542110,258.83,Portugal,-8.56176,40.34711,2754000.79,2109999.41
27561764,475.65,Portugal,-7.69103,37.31429,2755998.56,1764001.014
27561812,468.61,Portugal,-7.80228,37.737,2755998.773,1812000.772
27561862,280.15,Portugal,-7.92026,38.17682,2755998.131,1861996.731
27561920,509.36,Portugal,-8.05985,38.68648,2755999.836,1919998.909
27561952,100.21,Portugal,-8.13817,38.9674,2755999.608,1952000.654
27561980,782.63,Portugal,-8.20747,39.21303,2755998.817,1980000.583
27561988,362.58,Portugal,-8.22737,39.28321,2756002.016,1988002.842
27562046,448.52,Portugal,-8.3737,39.79144,2755998.329,2046001.731
27562118,572.88,Portugal,-8.55978,40.42148,2755999.432,2118001.579
27562136,635.16,Portugal,-8.60708,40.57883,2756000.908,2136000.55
27601758,620.87,Portugal,-7.63335,37.26976,2759995.998,1758004.215
27601790,733.25,Portugal,-7.70695,37.55167,2759997.652,1790001.204
27601794,232.47,Portugal,-7.71621,37.58695,2759999.148,1794006.765
27601844,232.96,Portugal,-7.83314,38.027,2759999.49,1844001.954
27601942,164.47,Portugal,-8.06867,38.8882,2760000.314,1942001.641
27602032,577.5,Portugal,-8.29265,39.67748,2760000.231,2032000.045
27602150,106.78,Portugal,-8.59804,40.71001,2759998.363,2150000.896
27621936,289.01,Portugal,-8.03155,38.83977,2762000.234,1935999.394
27622062,535.88,Portugal,-8.3462,39.94459,2762000.541,2062000.433
27641752,741.55,Portugal,-7.57567,37.22512,2763999.09,1751998.373
27641832,297.67,Portugal,-7.76052,37.9298,2764000.752,1832000.476
27641878,282.76,Portugal,-7.86931,38.33441,2763998.9,1877998.882
27641896,322.42,Portugal,-7.91236,38.49265,2764000.737,1896000.32
27641914,254.04,Portugal,-7.95571,38.6508,2764000.801,1913998.925
27642102,342.06,Portugal,-8.42631,40.29907,2764001.592,2102000.566
27642156,51.17,Portugal,-8.56775,40.77127,2764001.722,2156000.582
27661792,296.35,Portugal,-7.64531,37.58176,2766003.233,1791997.07
27661882,282.03,Portugal,-7.85654,38.37374,2765998.394,1881992.783
27662020,67.25,Portugal,-8.19431,39.58527,2765999.193,2019999.808
27681762,456.76,Portugal,-7.55448,37.32157,2768001.321,1762000.111
27681924,386.16,Portugal,-7.93508,38.74714,2768000.846,1924000.303
27681946,1130.66,Portugal,-7.98853,38.94035,2768001.589,1945999.759
27682000,241.82,Portugal,-8.12163,39.41422,2768000.719,2000000.702
27682212,1643.52,Portugal,-8.67102,41.26878,2767991.808,2211948.21
27701754,214.36,Portugal,-7.51429,37.25517,2770001.192,1754000.066
27701848,700.58,Portugal,-7.7315,38.08316,2769999.932,1848000.573
27702222,717.54,Portugal,-8.67478,41.36115,2770006.829,2222017.32
27721828,397.86,Portugal,-7.66248,37.9113,2772000.842,1828000.218
27722026,261.97,Portugal,-8.14126,39.65078,2772000.144,2026000.662
27722056,340.73,Portugal,-8.21687,39.91368,2772004.877,2055997.911
27722080,55.31,Portugal,-8.27809,40.1239,2771999.696,2080000.405
27722128,545.74,Portugal,-8.40209,40.54399,2771998.38,2128000.29
27722228,264.48,Portugal,-8.6678,41.41769,2771994.213,2227989.516
27722242,264.91,Portugal,-8.70578,41.53999,2772000.056,2242001.538
27741830,547.43,Portugal,-7.64496,37.93306,2774001.03,1829998.771
27741866,327.3,Portugal,-7.72942,38.24991,2773998.907,1866001.871
27741890,480.71,Portugal,-7.78632,38.46098,2773999.521,1890000.311
27741908,869.5,Portugal,-7.82933,38.61922,2773999.916,1908000.139
27742232,618.15,Portugal,-8.6552,41.45712,2774006.434,2231995.525
27742276,434.77,Portugal,-8.77551,41.84101,2773999.757,2275998.882
27742358,537.15,Spain,-9.005121,42.555463,2773999.339,2358001.835
27742394,116.58,Spain,-9.10825,42.86869,2773999.986,2393999.178
27742406,291.69,Spain,-9.14292,42.97308,2774003.632,2406001.507
27762200,432.36,Portugal,-8.5459,41.18215,2776000.272,2200000.811
27762242,232.03,Portugal,-8.65905,41.5489,2776003.74,2242003.557
27762290,650.79,Spain,-8.79068,41.96758,2776002.046,2290001.676
27781794,322.6,Portugal,-7.5175,37.62427,2777998.283,1794000.792
27781812,383.49,Portugal,-7.55892,37.78285,2777998.903,1811999.651
27781884,629.44,Portugal,-7.72738,38.4166,2778000.677,1883999.767
27781902,259.14,Portugal,-7.77017,38.57483,2778002.173,1901993.254
27781996,215.94,Portugal,-7.99854,39.4005,2778000.219,1996000.802
27782150,368.84,Portugal,-8.39042,40.74951,2778001.387,2149999.825
27782158,283.46,Portugal,-8.41143,40.81946,2777999.497,2157999.446
27782168,783.9,Portugal,-8.43774,40.90691,2778001.356,2168001.275
27782284,137.73,Portugal,-8.75064,41.9197,2777999.262,2283998.811
27782388,559.09,Spain,-9.043905,42.825283,2777948.251,2387977.093
27801810,587.26,Portugal,-7.53216,37.76936,2779999.681,1809998.441
27802116,326.68,Portugal,-8.27899,40.4564,2779997.872,2116001.198
27802188,1043.71,Portugal,-8.46751,41.08608,2780000.351,2187998.891
27802242,876.16,Portugal,-8.61239,41.55771,2779998.842,2241998.792
27821832,3.16,Portugal,-7.56089,37.96729,2781999.17,1832000.213
27821838,491.9,Portugal,-7.57482,38.02013,2782000.22,1838000.615
27821842,258.34,Portugal,-7.58414,38.05536,2781999.685,1842001.978
27821886,1138.47,Portugal,-7.68746,38.44255,2781999.944,1885999.401
27821932,280.3,Portugal,-7.7973,38.84698,2781999.641,1932000.038
27821982,114.71,Portugal,-7.91883,39.28612,2781999.713,1981999.605
27822210,689.84,Portugal,-8.50294,41.28271,2781997.998,2210001.425
27841822,1362.24,Portugal,-7.51554,37.88335,2784000.45,1821999.682
27841840,131.33,Portugal,-7.55726,38.04189,2784000.139,1840001.159
27841900,294.75,Portugal,-7.69832,38.56987,2783999.572,1900000.48
27842206,720.46,Portugal,-8.46896,41.25213,2784000.543,2205997.638
27842308,133.21,Spain,-8.74646,42.1424,2784000.935,2308004.333
27842394,395.56,Spain,-8.98911,42.89141,2784000.653,2393999.501
27842416,294.63,Spain,-9.05253,43.08281,2783999.404,2416000.5
27862032,130.04,Portugal,-7.99715,39.73337,2786001.613,2032003.482
27862072,507.45,Portugal,-8.09768,40.084,2785999.674,2072000.568
27881758,283.22,Spain,-7.32542,37.32738,2788000.857,1757999.834
27881848,725.86,Portugal,-7.5314,38.1206,2788000.398,1847999.658
27881902,339.19,Portugal,-7.6583,38.59582,2788000.047,1902001.286
27881934,634.16,Portugal,-7.73471,38.87715,2787998.738,1933999.647
27881938,461.38,Portugal,-7.74432,38.91232,2787999.408,1938001.196
27882010,524.58,Portugal,-7.91983,39.54457,2787999.563,2009997.69
27882226,792.58,Portugal,-8.47589,41.43565,2788000.321,2225999.964
27882298,677.52,Spain,-8.67164,42.064069,2788004.423,2297998.503
27882370,481.39,Spain,-8.873055,42.691535,2788000.12,2370001.076
27882384,382.79,Spain,-8.91283,42.813401,2788002.683,2383997.446
27882424,701.05,Spain,-9.02785,43.16146,2787999.181,2423998.347
27901822,525.67,Portugal,-7.44902,37.89571,2790000.34,1821998.378
27901900,333.67,Portugal,-7.63118,38.58239,2789999.083,1900000.678
27901954,388.97,Portugal,-7.76039,39.0571,2789998.773,1953999.882
27901972,226.81,Portugal,-7.80405,39.21523,2789998.107,1972001.326
27902146,92.1,Portugal,-8.24151,40.74061,2790001.242,2146000.629
27902200,421.8,Portugal,-8.38325,41.21285,2790001.689,2199999.283
27902332,257.85,Spain,-8.7425,42.36496,2789994.473,2332001.579
27921800,342.53,Spain,-7.37648,37.7059,2791998.321,1799995.373
27921848,267.98,Portugal,-7.48692,38.12886,2791999.365,1847999.356
27921944,733.21,Portugal,-7.71375,38.97342,2791999.535,1943999.556
27921970,298.62,Portugal,-7.77659,39.20187,2791999.427,1970000.759
27922046,788.33,Portugal,-7.96377,39.86892,2792002.769,2046002.495
27922096,461.98,Portugal,-8.0899,40.30717,2792001.651,2096002.756
27922124,496.27,Portugal,-8.16154,40.55234,2792003.327,2123996.897
27922190,525.4,Portugal,-8.33358,41.12981,2792000.791,2190001.177
27922208,204.27,Portugal,-8.38126,41.28715,2791999.694,2208001.126
27922244,1062.77,Portugal,-8.47764,41.60163,2791995.019,2243999.425
27922352,514.55,Spain,-8.77475,42.54372,2792000.98,2352000.447
27922412,274.03,Spain,-8.94532,43.06615,2792003.135,2411999.971
27942164,483.45,Portugal,-8.2422,40.90675,2793997.567,2164000.213
27942398,819.21,Spain,-8.88136,42.94879,2793997,2397998.402
27942422,215.93,Spain,-8.95024,43.15767,2794000.279,2421999.361
27961830,98.11,Portugal,-7.40087,37.97855,2795999.844,1830000.826
27961888,422.96,Portugal,-7.53573,38.48928,2796000.652,1888001.098
27961906,307.14,Portugal,-7.57824,38.64767,2795995.567,1906004.103
27961960,296.27,Portugal,-7.70722,39.12241,2796001.077,1960000.3
27961978,1068.08,Portugal,-7.75083,39.28053,2795999.603,1977999.058
27962194,499.27,Portugal,-8.29767,41.17348,2796001.719,2194000.203
27962240,1019.07,Portugal,-8.42009,41.57549,2795998.901,2240000.82
27962388,282.01,Spain,-8.829,42.86625,2795997.929,2388000.991
27962406,1251.25,Spain,-8.88033,43.02298,2796001.329,2406002.876
27981792,432.53,Spain,-7.29194,37.64766,2798000.202,1791998.837
27981828,193,Portugal,-7.37406,37.96502,2798000.519,1827999.593
27981900,349.05,Portugal,-7.54158,38.59899,2798001.909,1899997.789
27981936,513.05,Portugal,-7.62706,38.91564,2798000.348,1936000.301
27981972,749.67,Portugal,-7.71368,39.23203,2797999.266,1972000.407
27982170,516.34,Portugal,-8.21151,40.9679,2798001.242,2169999.436
27982224,1206.82,Portugal,-8.35393,41.44008,2798000.739,2224001.379
27982314,373.68,Spain,-8.59792,42.22579,2798003.916,2313997.013
27982368,232.57,Spain,-8.748588,42.696546,2797997.611,2368002.405
28001832,265.92,Portugal,-7.36104,38.00437,2800000.495,1832000.083
28002012,1068.75,Portugal,-7.78857,39.58751,2799999.958,2012000.286
28002400,532.19,Spain,-8.8154,42.97971,2800001.719,2399999.195
28021894,805.4,Portugal,-7.48273,38.55449,2801998.652,1894001.31
28021948,1426.2,Portugal,-7.61076,39.02948,2801998.996,1948001.701
28022034,209.9,Portugal,-7.82007,39.78482,2801997.919,2034000.959
28022110,311.93,Portugal,-8.01072,40.45119,2802000.025,2109998.838
28022134,473.2,Portugal,-8.07209,40.66142,2801999.855,2134000.446
28022146,117.29,Portugal,-8.10298,40.76645,2801999.156,2145996.234
28022250,699.16,Portugal,-8.37675,41.67597,2801999.825,2250000.445
28022290,205.22,Portugal,-8.485,42.02525,2802000.225,2290001.55
28022380,309.49,Spain,-8.734826,42.810018,2801999.643,2380001.045
28022434,578.6,Spain,-8.88901,43.28014,2801999.239,2433998.861
28041838,502.31,Portugal,-7.33038,38.06544,2804000.049,1838001.515
28041892,481,Portugal,-7.45564,38.541,2803999.843,1891999.441
28041928,1012.05,Portugal,-7.54055,38.85777,2804000.069,1928001.288
28041942,632.55,Portugal,-7.57386,38.98088,2804001.374,1942000.15
28041960,455.24,Portugal,-7.61698,39.13912,2804000.125,1960000.376
28041996,391.6,Portugal,-7.70397,39.45541,2804007.735,1995997.166
28042122,427.75,Portugal,-8.01834,40.56063,2803997.91,2122003.949
28042126,692.86,Portugal,-8.02853,40.59563,2803999.757,2125999.236
28042176,1297.65,Portugal,-8.15764,41.03336,2804000.464,2176000.367
28042216,540.98,Portugal,-8.26272,41.3832,2804000.842,2215999.83
28061844,448.85,Portugal,-7.32192,38.12239,2806000.102,1844000.384
28061866,180.4,Portugal,-7.3727,38.31621,2806000.791,1866001.513
28061934,836.67,Portugal,-7.53231,38.91469,2806000.57,1934001.52
28062190,163.21,Portugal,-8.171,41.16016,2806000.697,2190000.387
28062298,419.42,Spain,-8.45972,42.10382,2805999.504,2297995.888
28062316,507.28,Spain,-8.508978,42.260925,2806004.059,2315998.195
28062352,674.29,Spain,-8.60869,42.574915,2806000.117,2352001.461
28081882,406.44,Portugal,-7.38755,38.4612,2807999.361,1882000.107
28082152,152.79,Portugal,-8.04911,40.83188,2808000.369,2151998.719
28082380,342.65,Spain,-8.66335,42.82342,2808000.698,2380003.283
28082404,331.71,Spain,-8.73124,43.03246,2807999.812,2403999.587
28101854,193.59,Portugal,-7.30038,38.21867,2810000.692,1853999.664
28101926,451.57,Portugal,-7.46837,38.85258,2809999.922,1925999.998
28102060,311.28,Portugal,-7.79322,40.0298,2810001.874,2059997.096
28102100,337.41,Portugal,-7.8934,40.3806,2810003.592,2099999.176
28102114,1592.46,Portugal,-7.92885,40.50331,2810001.973,2114000.346
28102388,908.35,Spain,-8.66206,42.89756,2809999.712,2388001.44
28102420,267.76,Spain,-8.75294,43.1763,2809997.609,2420004.394
28121858,170.11,Portugal,-7.28731,38.258,2811999.811,1858000.266
28121966,345.56,Portugal,-7.54104,39.2085,2812001.509,1966000.448
28122020,636.64,Portugal,-7.67183,39.68293,2811998.14,2019999.442
28122416,483.79,Spain,-8.7174,43.14592,2812010.628,2415998.595
28141762,108.18,Spain,-7.04803,37.41533,2814000.785,1761999.509
28142050,159.22,Portugal,-7.72273,39.95052,2814004.087,2050002.196
28142186,509.32,Portugal,-8.06762,41.14237,2814000.334,2185998.947
28142338,215.13,Spain,-8.47495,42.47049,2814002.066,2337999.617
28142384,1271.79,Spain,-8.60309,42.87158,2813999.388,2383999.913
28162314,166.05,Spain,-8.385443,42.265443,2815997.833,2313999.602
28162332,247.67,Spain,-8.43476,42.422538,2815999.118,2332000.02
28181850,158.75,Portugal,-7.20206,38.19973,2818001.42,1850001.624
28181910,482.68,Portugal,-7.3409,38.72824,2817998.988,1910001.311
28181964,321.97,Portugal,-7.46848,39.20333,2818000.47,1963999.466
28182018,246.63,Portugal,-7.59868,39.67792,2818000.87,2018001.502
28182048,620.72,Portugal,-7.67217,39.94132,2817999.691,2047999.371
28182148,139.27,Portugal,-7.92321,40.81823,2818000.999,2148001.593
28182418,276.39,Spain,-8.65134,43.17671,2818000.552,2417999.987
28201840,496.22,Portugal,-7.15698,38.11562,2819999.811,1840000.623
28201930,1289.68,Portugal,-7.36535,38.90837,2819999.577,1930000.607
28201948,193.31,Portugal,-7.40785,39.06673,2820000.523,1947998.95
28202116,1376.97,Portugal,-7.81882,40.54203,2819998.85,2115999.241
28202128,115.87,Portugal,-7.84917,40.64721,2819999.966,2127998.704
28202160,953.96,Portugal,-7.93084,40.92757,2819998.671,2159999.205
28202196,562.48,Portugal,-8.02389,41.24276,2819999.986,2195999.939
28202386,627.57,Spain,-8.53712,42.90228,2819999.456,2385997.191
28222086,83.13,Portugal,-7.72054,40.28316,2822000.751,2085998.18
28222270,229.92,Spain,-8.19569,41.89428,2822008.904,2270003.946
28222342,572.25,Spain,-8.391098,42.522978,2822003.271,2342000.885
28222360,151.93,Spain,-8.440823,42.680023,2822001.715,2360002.243
28222378,304.35,Spain,-8.49092,42.83698,2821997.914,2378000.869
28241746,562.67,Spain,-6.90257,37.29403,2824000.063,1746000.906
28241938,220.23,Portugal,-7.33916,38.98697,2823998.835,1937999.97
28242028,732.53,Portugal,-7.55472,39.77824,2824002.356,2028000.457
28242042,341.6,Portugal,-7.58896,39.90118,2823998.46,2041999.952
28242186,140.16,Portugal,-7.95143,41.16377,2823998.877,2185999.452
28242240,264.05,Portugal,-8.09259,41.63625,2823998.19,2239996.879
28242420,478.34,Spain,-8.5851,43.20744,2823999.193,2419997.067
28261954,522.19,Portugal,-7.35437,39.13186,2826000.123,1954000.349
28261972,185.02,Portugal,-7.3971,39.29019,2826001.466,1972000.195
28262056,145.63,Portugal,-7.60048,40.02829,2825998.174,2056002.086
28262080,458.05,Portugal,-7.65954,40.2389,2826016.231,2079993.418
